epoch,dataset,acc
0,SUN397,0.7409068010075567
0,Cars,0.8197985325208308
0,RESISC45,0.866984126984127
0,EuroSAT,0.9248148148148149
0,SVHN,0.8799938537185003
0,GTSRB,0.8685669041963578
0,MNIST,0.9894
0,DTD,0.6590425531914894
200,SUN397,0.7416120906801008
200,Cars,0.8304937196866061
200,RESISC45,0.8703174603174603
200,EuroSAT,0.9422222222222222
200,SVHN,0.8901352181929932
200,GTSRB,0.8843230403800475
200,MNIST,0.99
200,DTD,0.6595744680851063
400,SUN397,0.7419647355163728
400,Cars,0.8389503793060564
400,RESISC45,0.873968253968254
400,EuroSAT,0.9540740740740741
400,SVHN,0.8996235402581438
400,GTSRB,0.8971496437054631
400,MNIST,0.99
400,DTD,0.6595744680851063
600,SUN397,0.7435768261964736
600,Cars,0.8429299838328566
600,RESISC45,0.8765079365079365
600,EuroSAT,0.9588888888888889
600,SVHN,0.9088429625076828
600,GTSRB,0.9061757719714965
600,MNIST,0.9901
600,DTD,0.6601063829787234
800,SUN397,0.7434256926952141
800,Cars,0.8493968411889069
800,RESISC45,0.8787301587301587
800,EuroSAT,0.9618518518518518
800,SVHN,0.9141825445605408
800,GTSRB,0.9128266033254157
800,MNIST,0.9901
800,DTD,0.6617021276595745
1000,SUN397,0.7438287153652393
1000,Cars,0.8532520830742445
1000,RESISC45,0.8803174603174603
1000,EuroSAT,0.9629629629629629
1000,SVHN,0.9182544560540873
1000,GTSRB,0.9170229612034838
1000,MNIST,0.9902
1000,DTD,0.6638297872340425
1200,SUN397,0.7438790931989925
1200,Cars,0.8557393359034946
1200,RESISC45,0.8834920634920634
1200,EuroSAT,0.9644444444444444
1200,SVHN,0.9225568531038721
1200,GTSRB,0.921298495645289
1200,MNIST,0.9904
1200,DTD,0.6664893617021277
1400,SUN397,0.7440302267002519
1400,Cars,0.8566098743937322
1400,RESISC45,0.883968253968254
1400,EuroSAT,0.9651851851851851
1400,SVHN,0.9262062077443147
1400,GTSRB,0.9253365003958828
1400,MNIST,0.9904
1400,DTD,0.6664893617021277
1600,SUN397,0.7444332493702771
1600,Cars,0.8588484019400572
1600,RESISC45,0.8865079365079365
1600,EuroSAT,0.965925925925926
1600,SVHN,0.9293561770129072
1600,GTSRB,0.930166270783848
1600,MNIST,0.9905
1600,DTD,0.6686170212765957
1800,SUN397,0.7454911838790932
1800,Cars,0.8618331053351573
1800,RESISC45,0.8895238095238095
1800,EuroSAT,0.965925925925926
1800,SVHN,0.9320451751690227
1800,GTSRB,0.9314330958036421
1800,MNIST,0.9908
1800,DTD,0.6686170212765957
2000,SUN397,0.746095717884131
2000,Cars,0.8624549185424698
2000,RESISC45,0.8898412698412699
2000,EuroSAT,0.967037037037037
2000,SVHN,0.9358866011063307
2000,GTSRB,0.934283452098179
2000,MNIST,0.9908
2000,DTD,0.6691489361702128
