glue-cola,glue-mnli,glue-mrpc,glue-qnli,glue-qqp,glue-rte,glue-sst2,glue-stsb
0.7459252157238735,0.8428935303107489,0.8406862745098039,0.9280615046677649,0.8627751669552313,0.8736462093862816,0.948394495412844,0.8798175316259254
