glue-cola,glue-mnli,glue-mrpc,glue-qnli,glue-qqp,glue-rte,glue-sst2,glue-stsb
0.8015340364333653,0.8842587875700458,0.8946078431372549,0.9441698700347795,0.8715557754142963,0.9133574007220217,0.9518348623853211,0.909965504460808
