glue-cola,glue-mnli,glue-mrpc,glue-qnli,glue-qqp,glue-rte,glue-sst2,glue-stsb
0.800575263662512,0.8844625573102395,0.8921568627450981,0.943986820428336,0.8716547118476379,0.9133574007220217,0.9518348623853211,0.9096592064496387
