scaling_coef,glue-cola,glue-mnli,glue-mrpc,glue-qnli,glue-qqp,glue-rte,glue-sst2,glue-stsb
0.0,0.7372962607861937,0.5662761079979624,0.8235294117647058,0.9110378912685337,0.8549591887212467,0.855595667870036,0.9426605504587156,0.8747435247084597
0.1,0.7430488974113135,0.7503820682628629,0.8382352941176471,0.9253157605711148,0.861192184021766,0.8664259927797834,0.948394495412844,0.8779243965014334
0.2,0.7555129434324065,0.8468670402445236,0.8431372549019608,0.933369943254622,0.8618600049468217,0.8844765342960289,0.9506880733944955,0.8783467023773962
0.30000000000000004,0.7708533077660594,0.8507386653082017,0.8627450980392157,0.938678381841479,0.8595349987632945,0.8772563176895307,0.9506880733944955,0.8795327756003053
0.4,0.7708533077660594,0.8182373917473256,0.8480392156862745,0.9388614314479223,0.854044026712837,0.8772563176895307,0.9518348623853211,0.8654638637143581
0.5,0.7641418983700863,0.6569536423841059,0.8406862745098039,0.9344682408932821,0.8496908236458076,0.8953068592057761,0.9529816513761468,0.8339820568644627
0.6000000000000001,0.7305848513902206,0.2313805399898115,0.8431372549019608,0.9251327109646714,0.8441751174870146,0.8844765342960289,0.9506880733944955,0.848155527751369
0.7000000000000001,0.4650047938638543,0.012837493632195619,0.8235294117647058,0.9028006589785832,0.8380905268365075,0.8411552346570397,0.9426605504587156,0.8608338479754178
0.8,0.0862895493767977,0.0,0.8137254901960784,0.8553908109097565,0.8319564679693298,0.8086642599277978,0.9288990825688074,0.8508871782195627
0.9,0.0,0.0,0.7990196078431373,0.7893099029837086,0.8246846401187237,0.7509025270758123,0.6571100917431193,0.83479355001667
1.0,0.0,0.0,0.7671568627450981,0.7087680761486362,0.8066287410338857,0.6967509025270758,0.026376146788990827,0.8296525752541877
