glue-cola,glue-mnli,glue-mrpc,glue-qnli,glue-qqp,glue-rte,glue-sst2,glue-stsb
0.6912751677852349,0.8288334182373918,0.8602941176470589,0.9086582463847702,0.8386594113282216,0.8411552346570397,0.9288990825688074,0.8735899997499058
