glue-cola,glue-mnli,glue-mrpc,glue-qnli,glue-qqp,glue-rte,glue-sst2,glue-stsb
0.6912751677852349,0.8294447274579725,0.8578431372549019,0.9079260479589969,0.8385110066782092,0.8447653429602888,0.9288990825688074,0.8740336046958388
