scaling_coef,glue-cola,glue-mnli,glue-mrpc,glue-qnli,glue-qqp,glue-rte,glue-sst2,glue-stsb
0.0,0.6912751677852349,0.5645440652063168,0.7622549019607843,0.8844956983342486,0.821197130843433,0.8014440433212996,0.911697247706422,0.6219045336563466
0.1,0.6970278044103547,0.5932755985736118,0.7916666666666666,0.8962108731466227,0.8352213702696017,0.8050541516245487,0.911697247706422,0.6935004367796918
0.2,0.6912751677852349,0.5909322465613857,0.7867647058823529,0.9007871133077063,0.8391046252782587,0.8014440433212996,0.9151376146788991,0.7185136846886789
0.30000000000000004,0.6826462128475551,0.5633214467651554,0.7941176470588235,0.8982244188174996,0.837175364828098,0.7942238267148014,0.9162844036697247,0.7116468611773958
0.4,0.673058485139022,0.4133469179826796,0.7867647058823529,0.8883397400695588,0.8339104625278259,0.8014440433212996,0.9128440366972477,0.697081710437318
0.5,0.6577181208053692,0.057666836474783496,0.7892156862745098,0.8564891085484166,0.8281721493940144,0.779783393501805,0.9059633027522935,0.5842363802895733
0.6000000000000001,0.0728667305848514,0.00020376974019358125,0.7745098039215687,0.7971810360607725,0.8189957952015829,0.7003610108303249,0.8910550458715596,0.6224280384407685
0.7000000000000001,0.0,0.0,0.7622549019607843,0.7181036060772469,0.8031164976502597,0.6353790613718412,0.819954128440367,0.6754660723398579
0.8,0.0,0.0,0.7426470588235294,0.6507413509060955,0.7795201582982934,0.5812274368231047,0.22018348623853212,0.695457749784222
0.9,0.0,0.0,0.7156862745098039,0.6011349075599487,0.7465990601038832,0.5451263537906137,0.0011467889908256881,0.6813130844929168
1.0,0.0,0.0,0.6053921568627451,0.5562877539813289,0.6819688350234974,0.5234657039711191,0.0,0.5983351673959882
