glue-cola,glue-mnli,glue-mrpc,glue-qnli,glue-qqp,glue-rte,glue-sst2,glue-stsb
0.6970278044103547,0.5966377992868059,0.7892156862745098,0.9007871133077063,0.8378926539698244,0.8050541516245487,0.911697247706422,0.7199839259620533
