epoch,dataset,acc
0,SUN397,0.6336020151133501
0,Cars,0.6243004601417734
0,RESISC45,0.7514285714285714
0,SVHN,0.8479179471419791
0,GTSRB,0.8007125890736342
0,DTD,0.5781914893617022
0,MNIST,0.7723
0,EuroSAT,0.45185185185185184
200,SUN397,0.6419647355163728
200,Cars,0.6514115159805994
200,RESISC45,0.7682539682539683
200,SVHN,0.8670098340503996
200,GTSRB,0.8339667458432304
200,DTD,0.5803191489361702
200,MNIST,0.7794
200,EuroSAT,0.45925925925925926
400,SUN397,0.6483123425692695
400,Cars,0.6635990548439249
400,RESISC45,0.7817460317460317
400,SVHN,0.8781883835279656
400,GTSRB,0.855581947743468
400,DTD,0.5808510638297872
400,MNIST,0.7842
400,EuroSAT,0.49074074074074076
600,SUN397,0.6528463476070528
600,Cars,0.6726775276706878
600,RESISC45,0.7888888888888889
600,SVHN,0.8905961893054702
600,GTSRB,0.8759303246239113
600,DTD,0.5845744680851064
600,MNIST,0.7876
600,EuroSAT,0.4937037037037037
800,SUN397,0.6547607052896726
800,Cars,0.6721800771048377
800,RESISC45,0.7971428571428572
800,SVHN,0.8973570989551322
800,GTSRB,0.8913697545526524
800,DTD,0.5819148936170213
800,MNIST,0.7911
800,EuroSAT,0.5066666666666667
1000,SUN397,0.6584886649874055
1000,Cars,0.6735480661609252
1000,RESISC45,0.806031746031746
1000,SVHN,0.9024661954517517
1000,GTSRB,0.9
1000,DTD,0.5819148936170213
1000,MNIST,0.7933
1000,EuroSAT,0.5181481481481481
1200,SUN397,0.6584382871536524
1200,Cars,0.6747916925755503
1200,RESISC45,0.8123809523809524
1200,SVHN,0.9064612784265519
1200,GTSRB,0.9060965954077593
1200,DTD,0.5813829787234043
1200,MNIST,0.7953
1200,EuroSAT,0.5181481481481481
1400,SUN397,0.658992443324937
1400,Cars,0.6715582638975252
1400,RESISC45,0.8125396825396826
1400,SVHN,0.909841733251383
1400,GTSRB,0.9136975455265242
1400,DTD,0.5851063829787234
1400,MNIST,0.799
1400,EuroSAT,0.5218518518518519
1600,SUN397,0.658992443324937
1600,Cars,0.6696928242755876
1600,RESISC45,0.8149206349206349
1600,SVHN,0.9100722188076213
1600,GTSRB,0.920110847189232
1600,DTD,0.5840425531914893
1600,MNIST,0.8005
1600,EuroSAT,0.5262962962962963
1800,SUN397,0.6616624685138539
1800,Cars,0.66782738465365
1800,RESISC45,0.817936507936508
1800,SVHN,0.9122618315918869
1800,GTSRB,0.9240696753760886
1800,DTD,0.5840425531914893
1800,MNIST,0.8034
1800,EuroSAT,0.5322222222222223
2000,SUN397,0.6619143576826196
2000,Cars,0.6643452306926999
2000,RESISC45,0.8198412698412698
2000,SVHN,0.9142977873386601
2000,GTSRB,0.9271575613618369
2000,DTD,0.5829787234042553
2000,MNIST,0.8071
2000,EuroSAT,0.5288888888888889
